Path_1,Path_2,Path_3,Path_4,Path_5
97384.61558713004,120736.28600951836,165913.11428709424,109415.36306529632,129237.43881284584
96569.64193531207,121700.18781037715,165647.8530850301,107812.85993688037,129966.6329983815
96517.24078096543,121909.2668187046,165630.36558178745,108422.88148504675,127966.42923413208
94859.33673351673,120381.12823514835,167857.41836888023,106307.00996938514,126954.4958827534
93505.65107885165,119450.61338332186,167930.78104241795,105247.9359793421,126163.96222019002
95534.0197144629,119779.24584295636,167334.63135204764,104684.62979673989,126926.72949250403
94342.30677974591,121283.05321312822,166456.94922005292,105566.30719003275,126511.63452825404
93345.31088731611,123291.47925782473,165601.7514188215,106976.11182877955,126453.95811873245
95097.32165541373,124301.88920364695,163346.09659336906,108198.61584364015,124661.28692365967
97898.00165431428,124708.71780280415,162185.72625605462,108076.05517024639,127610.66291719466
96790.22053730718,125692.43748586338,164680.8243529885,105495.94659451774,127752.56038340299
96472.50764812063,124904.65906527502,164406.46731731997,105950.47906768334,128441.14783018937
96840.60385618354,124763.22832040816,165630.32824389098,107550.93918106242,127798.13870634571
98553.421335416,123784.92151821294,161591.00781822254,108920.9127278642,127015.21238514657
97620.2612894684,122288.6804261912,162573.98419305272,109468.7293798328,129495.41894684795
97419.86851989031,122745.4885832662,162376.69626663384,108210.38330952547,127065.1504393887
98216.11771185334,123022.29599325392,161659.90054146555,107685.23074067118,127470.03981626098
98682.41451840742,123917.47078654886,162017.104188869,109810.73733035305,125976.72333981669
98350.68759076734,124643.76574337152,161278.5893124812,108298.94047729363,125516.90684535484
98258.41206004778,124996.06420680751,157917.74523864867,107099.16016503611,124766.1971695172
96946.76463608729,125741.81155730636,159437.30549095274,108151.46462452268,123585.93678784271
96754.64160294566,125738.43778350408,159888.5410648325,107728.42017225128,123679.17215622924
96535.60119835359,126307.89634871265,159450.53847057896,106498.42541686447,120552.5266349729
96798.3420375852,125441.24178776506,157973.73090757374,108168.29003319475,120220.4183094316
96299.5138337,125955.18198856486,155714.93164271693,108710.27371686343,120159.95949069815
96792.12294398305,126847.47077330602,156125.85199113807,108338.70073550158,118574.7173269664
97811.06893261797,126048.7358078672,158707.30077746033,107140.71864522791,120416.44203539452
98002.22044701834,126164.4890077135,159093.22372909167,109377.1810387951,119748.78298789632
98386.15042599305,125428.18988360345,156956.98100296207,109394.18720115288,119512.29801095182
98477.80238639087,124817.97334050076,157373.1002138554,110966.54055250548,118852.3281981005
98517.27661580723,123463.78650728607,157352.10198050734,112002.56139839631,118802.92589622711
97845.82420260456,125075.94567315937,158774.63362895595,111463.93933152859,120404.56052460948
98194.6389511738,126458.8918616084,159801.48186194833,110936.78053404253,123430.34615923751
98138.38658269426,127189.10831489805,155094.01379941747,112585.65043040825,124400.0633479279
100231.8435441721,129748.40240372387,156001.68942471378,114277.26934216806,125803.28830860146
101848.9389058333,129554.75849677007,154498.64526862814,112178.09192454726,128012.93183705557
102282.65910097917,133534.3728752612,152363.8930818026,112839.6961678647,128382.72417165358
101543.09696008204,133283.95664649928,152137.67321356616,112748.05362897126,130450.00810919434
100454.13713927487,133677.40202547712,152823.77016570984,111628.10109651236,131535.87545389865
101690.87116975126,133199.1338051009,150377.4671839221,111964.93453217806,131777.88483769365
101998.73949426306,133748.34787955825,151497.14234114205,110498.64534251466,132292.26799654734
102529.27920928507,134919.46837939287,152714.1777384687,110027.41795264008,129935.59109323283
100781.57948333795,134819.74077484044,152847.00272147567,109192.88888862428,130367.13221742799
101756.57926558191,137269.0377633295,151582.00480885894,108690.82952443483,128406.73969923146
102259.68448894216,137652.22330026908,150158.07679737537,108656.61528855181,126371.14726618996
101165.06544838707,138079.6133372722,151758.65998612152,107596.59757384179,126665.4387372496
100728.51309450432,136879.70468077782,149525.9521516835,109332.3233216842,125304.95237225656
101034.44291846483,137507.29685998647,151177.4221244575,109915.374270639,125346.16047052287
101127.86623306859,137378.00257033895,150988.1492631626,111931.8410895159,125569.82128948196
100872.85089361084,136597.36618036428,150903.8457855015,111797.43336934716,125849.90427461494
100808.80846762974,135591.3615362412,148386.63728695767,111228.61925025811,124762.40831103598
100595.11659843846,139268.27842449446,148228.2840680839,113228.97210663976,125933.53105781093
100788.82508201282,138957.04550549973,149197.08266338508,112619.73259386078,125871.52738600453
102312.24008280155,136988.0444295384,147262.8766329561,112463.98848849797,126477.0646925186
